title,company,location,description,salary_min,salary_max,contract_type,category,created_date,redirect_url,source,search_term,search_location,collected_date
"Software Support Engineer, Music Finance Job at Amazon in Seattle",Amazon,"Seattle, King County","Software Support Engineer, Music Finance Do you like working with very smart technical and business people who are at the forefront of defining and inventing digital media delivery and presentation? Do you like working on multiple product lines and at the same time analyzing and identifying the common threads and issues that can be leveraged to solve multiple problems? If so, this could be a job for you The Digital Media Technology group builds unique and exciting digital products and responsib…",82477.59,82477.59,,IT Jobs,2025-06-25T11:37:43Z,https://www.adzuna.com/details/5267613334?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Manager, Software Engineer - Video Playback (Apple)",Disneyland Hong Kong,"Seattle, King County","Manager, Software Engineer - Video Playback (Apple) On any given day at Disney Entertainment & ESPN Technology, we’re reimagining ways to create magical viewing experiences for the world’s most beloved stories while also transforming Disney’s media business for the future. Whether that’s evolving our streaming and digital products in new and immersive ways, powering worldwide advertising and distribution to maximize flexibility and efficiency, or delivering Disney’s unmatched entertainment and …",142483.5,142483.5,,IT Jobs,2025-06-25T11:23:29Z,https://www.adzuna.com/details/5267599562?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Sr. Software Development Engineer, Amazon Advertising Job at Amazon in Seattle",Amazon,"Seattle, King County","Sr. Software Development Engineer, Amazon Advertising Job ID: 3006361 | Amazon.com Services LLC Calling all inventors to work on exciting new opportunities in Sponsored Products. Amazon is building a world class advertising business and defining and delivering a collection of self-service performance advertising products that drive discovery and sales of merchandise. Our products are strategically important to our Retail and Marketplace businesses, driving long-term growth. Sponsored Products (…",96902.59,96902.59,,IT Jobs,2025-06-25T11:16:59Z,https://www.adzuna.com/details/5267585991?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Amazon.com Services LLC is hiring: Senior Technical Program Manager, Prime Video",Amazon.com Services LLC,"Seattle, King County",Come build the future of entertainment with us. Are you interested in shaping the future of movies and television? Do you want to define the next generation of how and what Amazon customers are watching? Prime Video is a premium streaming service that offers customers a vast collection of TV shows and movies - all with the ease of finding what they love to watch in one place. We offer customers thousands of popular movies and TV shows from Originals and Exclusive content to exciting live sports…,91375.3,91375.3,,Engineering Jobs,2025-06-25T11:16:34Z,https://www.adzuna.com/details/5267585312?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Applied Scientist, Amazon Business Marketing Science",Amazon,"Seattle, King County","Applied Scientist, Amazon Business Marketing Science Job ID: 2837561 | Amazon.com Services LLC Apply now, read the job details by scrolling down Double check you have the necessary skills before sending an application. Come be a part of a rapidly expanding $35 billion dollar global business. At Amazon Business, a fast-growing startup passionate about building solutions, we set out every day to innovate and disrupt the status quo. We stand at the intersection of tech & retail in the B2B space de…",118296.59,118296.59,,Scientific & QA Jobs,2025-06-25T11:10:18Z,https://www.adzuna.com/details/5267576125?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Atwell, LLC is hiring: Civil CAD Designer - Land Development in Seattle","Atwell, LLC","Seattle, King County","Atwell, LLC is a bold leader in the consulting, engineering, and construction services industry, delivering a broad range of creative solutions to clients in the real estate & land development, and energy markets. We have a strong national presence and a diverse, award-winning project portfolio. Atwell is a privately owned company, with 1,800 passionate team members across 55 locations and growing! Atwell, LLC is a proud recipient of the following 2024 awards: Nine consecutive years in a row as…",74849.6,74849.6,,Creative & Design Jobs,2025-06-25T11:10:12Z,https://www.adzuna.com/details/5267575852?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Software Dev Engineer II, Contextual Advertising, Ads Core Services (ACS) Job at",Amazon,"Seattle, King County","Software Dev Engineer II, Contextual Advertising, Ads Core Services (ACS) Do you want to work in Advertising, solving an industry-defining problem using advanced technology, working at the intersection of Engineering and Science? Amazon is shaping the future of Advertising and our team is leading a part of that effort. We are seeking a passionate engineer who can help build an exciting new advertising product for Amazon. Contextual Advertising is an exciting new frontier for the advertising ind…",123725.01,123725.01,,IT Jobs,2025-06-25T11:09:57Z,https://www.adzuna.com/details/5267575000?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Amazon is hiring: Software Development Engineer , Video Ads in Seattle",Amazon,"Seattle, King County","Software Development Engineer , Video Ads Job ID: 2997485 | Amazon.com Services LLC The Video Ads team is shaping the future of digital video entertainment. Our mission is to build earth’s most customer-centric advertising services for Amazon’s streaming publishers (e.g. Freevee, Fire TV Channels, Twitch). To accomplish this mission, we are looking for a Software Development Engineer who can build on our early success, pioneer new ad experiences for customers, and help define our future to supp…",127109.45,127109.45,,IT Jobs,2025-06-25T11:09:57Z,https://www.adzuna.com/details/5267574976?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Amazon is hiring: Software Dev Engineer II, Contextual Advertising, Ads Core Ser",Amazon,"Seattle, King County","Software Dev Engineer II, Contextual Advertising, Ads Core Services (ACS) Do you want to work in Advertising, solving an industry-defining problem using advanced technology, working at the intersection of Engineering and Science? Amazon is shaping the future of Advertising and our team is leading a part of that effort. We are seeking a passionate engineer who can help build an exciting new advertising product for Amazon. Contextual Advertising is an exciting new frontier for the advertising ind…",134117.16,134117.16,,IT Jobs,2025-06-25T11:09:56Z,https://www.adzuna.com/details/5267574905?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
"Software Development Engineer II, Buy with Prime - Promotion/Tax/Pre-checkout Ex",Amazon,"Seattle, King County","Software Development Engineer II, Buy with Prime - Promotion/Tax/Pre-checkout Experience Job ID: 3013819 | Amazon.com Services LLC If you enjoy designing and building highly distributed systems that can scale and solve challenging problems, come join us! We build the future of customer identification, and have fun along the way. We are the Santos/Buy with Prime (BwP) Promotion/Tax/Pre-checkout Experience team, and we're looking for a Software Development Engineer to build products that are fund…",99496.37,99496.37,,IT Jobs,2025-06-25T11:09:47Z,https://www.adzuna.com/details/5267574253?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
Axionova Engineering Limited is hiring: Web Developer in Seattle,Axionova Engineering Limited,"Seattle, King County","Axionova Engineering Limited is a leading company focused on civil engineering, structural engineering, architectural services, surveying, and forensic analysis. Our goal is to provide innovative and accurate engineering solutions that improve infrastructure and promote sustainable development. Backed by a team of skilled professionals dedicated to excellence, Axionova Engineering Limited offers a full range of services that uphold the highest quality standards for every project. This is a remo…",95349.59,95349.59,,IT Jobs,2025-06-25T11:09:44Z,https://www.adzuna.com/details/5267574008?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Seattle, WA",2025-06-25 12:52:12
